ngram,count,type
२१ वर्षे,3,bigram
होते त्यांनी,3,bigram
भारताचे पंतप्रधान,3,bigram
१९७२ मध्ये,3,bigram
फाळके यांना,3,bigram
आहे तो,3,bigram
लेखक होते,3,bigram
१२ जून,3,bigram
शुद्ध प्रतिपदेला,3,bigram
अस्पृश्यांना राजकीय,3,bigram
तख्ताचा वाडा,3,bigram
करू नये,3,bigram
या संस्थेची,3,bigram
कॉन्टिनेन्टल प्रकाशन,3,bigram
मे 2025,3,bigram
विद्यापीठे आहेत,3,bigram
घटना समितीच्या,3,bigram
करमचंद गांधी,3,bigram
मोहनदास करमचंद,3,bigram
सत्याचे प्रयोग,3,bigram
माझे सत्याचे,3,bigram
ते पुढे,3,bigram
प्रश्नांची उत्तरं,3,bigram
प्रत्येक खेळाडूच्या,3,bigram
करतील आणि,3,bigram
मराठी सिनेमा,3,bigram
श्रेय दिले,3,bigram
नसतानाही फलंदाज,3,bigram
इमारत आहे,3,bigram
खूप मोठ्या,3,bigram
नेहरू यांनी,3,bigram
घ्यावयाची काळजी,3,bigram
१८८८ मध्ये,3,bigram
हा मराठी,3,bigram
या शहरांशी,3,bigram
घटना घडली,3,bigram
पुरस्कार मिळाले,3,bigram
धुळे भागात,3,bigram
तर दक्षिण,3,bigram
घेऊ शकतात,3,bigram
शिक्षण घेऊ,3,bigram
जाहीर केली,3,bigram
केंद्र सरकारने,3,bigram
एकाच वेळी,3,bigram
आणि आंबेडकर,3,bigram
मान्य करण्यात,3,bigram
रोजी भारताच्या,3,bigram
जुलै १९४७,3,bigram
एकत्र आल्यास,3,bigram
इंडियन एक्सप्रेस,3,bigram
रेल्वे गाड्या,3,bigram
मी कधीच,3,bigram
पत्ता लागत,3,bigram
दुसऱ्या बाजूला,3,bigram
वापरू शकतात,3,bigram
लक्षणीय आहे,3,bigram
होत असलेला,3,bigram
आंबेडकर म्हणाले,3,bigram
एक असा,3,bigram
सहभागी झाला,3,bigram
करण्यासाठी पाठवले,3,bigram
आपले सैन्य,3,bigram
करता येत,3,bigram
नाहीत किंवा,3,bigram
नारदीय कीर्तन,3,bigram
हिंदी चित्रपटगीत,3,bigram
म्हणजे भारतीय,3,bigram
प्रतिष्ठा प्राप्त,3,bigram
सत्यभामाबाई पंढरपूरकर,3,bigram
की याचा,3,bigram
म्हणून ओळखली,3,bigram
महाराष्ट्राची सांस्कृतिक,3,bigram
ही महाराष्ट्राची,3,bigram
राजाराम महाराजांना,3,bigram
आपल्या राजकीय,3,bigram
घेत नाही,3,bigram
काही भागांमध्ये,3,bigram
तो आता,3,bigram
होती असे,3,bigram
मिळवू शकतील,3,bigram
मानली जाते,3,bigram
पहिली आवृत्ती,3,bigram
संविधान दिन,3,bigram
नोव्हेंबर हा,3,bigram
अधिकृत राजभाषा,3,bigram
ही महाराष्ट्र,3,bigram
लोक होते,3,bigram
विकास संस्था,3,bigram
ते निर्णय,3,bigram
घटना समिती,3,bigram
आश्वासन दिले,3,bigram
१९०५ साली,3,bigram
धावा करून,3,bigram
प्रचार आणि,3,bigram
ज्ञान होते,3,bigram
याबाबत सविस्तर,3,bigram
द्वारकानाथ संझगिरी,3,bigram
केली जात,3,bigram
नाटके आणि,3,bigram
हिंदू समाजातील,3,bigram
मिळाला नाही,3,bigram
पुणे व,3,bigram
उच्च न्यायालयाने,3,bigram
५ जुलै,3,bigram
निर्माण केले,3,bigram
महाराष्ट्र शासन,3,bigram
अनुसूचित जाती,3,bigram
परिषदेत भारताला,3,bigram
व त्याचे,3,bigram
जन्म झाला,3,bigram
म्हटलं तर,3,bigram
कन्नड चित्रपट,3,bigram
एक वैशिष्ट्य,3,bigram
रचना आणि,3,bigram
समाविष्ट आहेत,3,bigram
सोलापूर जिल्हा,3,bigram
क्रिकेटचे नियम,3,bigram
शासन निर्णय,3,bigram
नांदेड जिल्ह्यात,3,bigram
राज्य सरकारनं,3,bigram
निर्दोष मुक्त,3,bigram
चर्चेचा विषय,3,bigram
आली तेव्हा,3,bigram
भारतात विविध,3,bigram
कार्बन डायऑक्साईड,3,bigram
त्या त्या,3,bigram
त्यांचे नाव,3,bigram
आढळून येतात,3,bigram
नामदेव चरित्र,3,bigram
लोकशाहीर बशीर,3,bigram
६ ७,3,bigram
बंद करण्यात,3,bigram
पुणे पोलीस,3,bigram
पूर्ण झाली,3,bigram
2 नोव्हेंबर,3,bigram
उंबरठा सिनेमा,3,bigram
सर्वांत जास्त,3,bigram
असे प्रश्न,3,bigram
त्यांचा राजकीय,3,bigram
मान्य केलं,3,bigram
शिक्षण देतात,3,bigram
उपमुख्यमंत्री अजित,3,bigram
या आपल्या,3,bigram
मराठी व,3,bigram
काबीज केले,3,bigram
इतर कोणत्याही,3,bigram
देते आणि,3,bigram
शहरात आहे,3,bigram
आणि तरुण,3,bigram
देखील प्रसिद्ध,3,bigram
आंबेडकर हा,3,bigram
मुंबई महापालिका,3,bigram
करण्यास सुरुवात,3,bigram
१४ व्या,3,bigram
सरदार वल्लभभाई,3,bigram
झालेले नाही,3,bigram
आहे मात्र,3,bigram
मान्य केली,3,bigram
बाबुराव मेहूणकर,3,bigram
मीटर लांब,3,bigram
ओळखल्या जाणाऱ्या,3,bigram
शास्त्र आहे,3,bigram
होऊ शकत,3,bigram
१८५७ मध्ये,3,bigram
महाराष्ट्र राज्याच्या,3,bigram
हैदर अली,3,bigram
राजकारणी आणि,3,bigram
एक भारतीय,3,bigram
असे पण,3,bigram
पाताळेश्वर लेणी,3,bigram
जातात आणि,3,bigram
करायचे असते,3,bigram
बुद्ध जयंतीचे,3,bigram
१९५६ पर्यंत,3,bigram
मध्ये मुंबई,3,bigram
आणि आंध्र,3,bigram
पूजा होते,3,bigram
दशकात लता,3,bigram
या भाषेत,3,bigram
पर्यटनात पर्यटक,3,bigram
समजूत आहे,3,bigram
पुन्हा प्रवेश,3,bigram
च्या रूपात,3,bigram
तर्कशुद्ध विचारसरणी,3,bigram
गुंतागुंतीच्या तर्कशुद्ध,3,bigram
एक उत्तम,3,bigram
इथे येत,3,bigram
लक्षात घ्या,3,bigram
डम्ब टर्मिनल,3,bigram
पुरावा आधारित,3,bigram
मराठी अनुवादक,3,bigram
गांधी आणि,3,bigram
लिखित स्वरूपात,3,bigram
हवेची ठिकाणे,3,bigram
थंड हवेची,3,bigram
२०२२ रोजी,3,bigram
४ ऑक्टोबर,3,bigram
प्रमुख नेते,3,bigram
राष्ट्रीय काँग्रेसमध्ये,3,bigram
कृष्ण गोखले,3,bigram
गोपाळ कृष्ण,3,bigram
तसेच काही,3,bigram
मध्ये त्यांनी,3,bigram
लागले आहे,3,bigram
नाशिक शहर,3,bigram
प्राथमिक विद्यालय,3,bigram
काही काळासाठी,3,bigram
नवले पुलावर,3,bigram
हॉकी विश्वचषक,3,bigram
मान्य केला,3,bigram
हे गाणं,3,bigram
धुळे शहर,3,bigram
केंद्र असून,3,bigram
महाराष्ट्र व,3,bigram
होळकर चौक,3,bigram
यांनी दिली,3,bigram
करणाऱ्या संघातील,3,bigram
मध्ये असलेल्या,3,bigram
मुलगी आहे,3,bigram
स्थानिक राजकारणी,3,bigram
कायदा आणि,3,bigram
देश आहे,3,bigram
माणूस आणि,3,bigram
असे केले,3,bigram
बदल करून,3,bigram
विठाबाई नारायणगावकर,3,bigram
महाराजांनी आपल्या,3,bigram
आले असताना,3,bigram
इतर राज्यातील,3,bigram
मुली आता,3,bigram
भात शेती,3,bigram
व जैन,3,bigram
नऊ दिवस,3,bigram
निवडणूक होती,3,bigram
पहिली निवडणूक,3,bigram
झाले ही,3,bigram
याचा विचार,3,bigram
म्हणून नियुक्ती,3,bigram
शिवाजी विद्यापीठ,3,bigram
आणि माझी,3,bigram
सोसावे लागले,3,bigram
आणि औद्योगिक,3,bigram
आणि त्याचा,3,bigram
राज्य माध्यमिक,3,bigram
ज्यात आंबेडकर,3,bigram
काळात या,3,bigram
वृत्तपत्र सुरू,3,bigram
१९२८ रोजी,3,bigram
जून १९२८,3,bigram
म्हणाले होते,3,bigram
आले तेव्हा,3,bigram
मानवी इतिहासातील,3,bigram
खराब हवामानामुळे,3,bigram
किंवा खराब,3,bigram
आणि राम,3,bigram
सोय आहे,3,bigram
होते जेव्हा,3,bigram
नष्ट झाली,3,bigram
आहे मराठी,3,bigram
नीलकंठ सहस्त्रबुद्धे,3,bigram
गंगाधर नीलकंठ,3,bigram
मोठ्या पदावर,3,bigram
शहातून बाहेर,3,bigram
आणि तिने,3,bigram
आणि कवी,3,bigram
त्यांनी अनेक,3,bigram
19 रोजी,3,bigram
अनेक हिंदू,3,bigram
पुणे महानगरपालिका,3,bigram
काहींच्या मते,3,bigram
होत्या आणि,3,bigram
गांधी यांना,3,bigram
फारच कमी,3,bigram
होणार आहे,3,bigram
पण हा,3,bigram
स्कूल ऑफ,3,bigram
इंडिया कंपनी,3,bigram
अनेक मराठी,3,bigram
म्हणूनही ओळखले,3,bigram
झाला असे,3,bigram
मराठी भाषेचा,3,bigram
एक लाख,3,bigram
व्यायाम प्रसारक,3,bigram
हनुमान व्यायाम,3,bigram
जाऊ नये,3,bigram
विधानसभा मतदारसंघ,3,bigram
लाल किल्ला,3,bigram
यांच्याशी संबंधित,3,bigram
गणित हे,3,bigram
शिवाजी महाराजांवर,3,bigram
१६६० मध्ये,3,bigram
दहशतवादी हल्ला,3,bigram
मुसलमान समाजाकडून,3,bigram
भर पडत,3,bigram
भेट दिली,3,bigram
12 रोजी,3,bigram
येथे एक,3,bigram
वारकरी कीर्तन,3,bigram
१९ व्या,3,bigram
दैवत आहे,3,bigram
हे महाराष्ट्राचे,3,bigram
लोकप्रिय खेळ,3,bigram
शाहू आंबेडकर,3,bigram
द्रावणाची तीव्रता,3,bigram
अतिशय वेगाने,3,bigram
शाळा आणि,3,bigram
पण निकाल,3,bigram
पहिल्या दिवशी,3,bigram
दूर असलेल्या,3,bigram
नाव होते,3,bigram
बुधवार पेठ,3,bigram
हे सगळे,3,bigram
निळू फुले,3,bigram
च्या आसपास,3,bigram
मुख्य उद्देश,3,bigram
भाषणे दिली,3,bigram
उत्तर भारतातील,3,bigram
करणे आणि,3,bigram
पहायला मिळतात,3,bigram
येत आहे,3,bigram
होती यामुळे,3,bigram
एक वर्षानंतर,3,bigram
म्हटले आहे,3,bigram
चेंडू हाताळणे,3,bigram
आणि एका,3,bigram
वाटत असेल,3,bigram
यांच्या स्मरणार्थ,3,bigram
नावावर आहे,3,bigram
त्यांच्या नावावर,3,bigram
यादी आहे,3,bigram
केंद्रशासित प्रदेश,3,bigram
साली एका,3,bigram
येऊ लागले,3,bigram
शिकवले होते,3,bigram
ऑल इंडिया,3,bigram
गेली तर,3,bigram
धर्म हे,3,bigram
भारत सरकार,3,bigram
रंग लावून,3,bigram
गप्पा मारल्या,3,bigram
कुमार सांगतात,3,bigram
यांच्या या,3,bigram
शकतो त्याला,3,bigram
प्रयत्न करू,3,bigram
नाही तरीही,3,bigram
रोजी त्यांचे,3,bigram
१७ ऑगस्ट,3,bigram
सर्वात महत्त्वाची,3,bigram
करावी लागली,3,bigram
तर तुम्ही,3,bigram
याचा अर्थ,3,bigram
करत आहोत,3,bigram
हैदराबाद संस्थानात,3,bigram
आहेत असे,3,bigram
आणि असे,3,bigram
त्या म्हणतात,3,bigram
हेल्थ क्लबचा,3,bigram
300 कोटी,3,bigram
सर्वात वर,3,bigram
असते असे,3,bigram
प्रक्रिया घडवून,3,bigram
प्रोत्साहन दिले,3,bigram
लंडन स्कूल,3,bigram
१९२० रोजी,3,bigram
पुरस्कार दिला,3,bigram
शिवाय या,3,bigram
मान आणि,3,bigram
अमेरिका आणि,3,bigram
आहेत त्यांना,3,bigram
देत आहेत,3,bigram
भारतीय संस्कृतीने,3,bigram
राहिला आहे,3,bigram
झाले नाहीत,3,bigram
यशस्वी झाले,3,bigram
करत नाही,3,bigram
सहभागी होण्यासाठी,3,bigram
आणि पुणे,3,bigram
बंदर असून,3,bigram
करतात की,3,bigram
नावानेही ओळखले,3,bigram
काळाच्या ओघात,3,bigram
असती तर,3,bigram
सरदार होते,3,bigram
असं वाटलं,3,bigram
कार्यालये आहेत,3,bigram
रुग्णालयात दाखल,3,bigram
करायला भाग,3,bigram
पण जेव्हा,3,bigram
विभाग आहेत,3,bigram
१९२० मध्ये,3,bigram
झाला नाही,3,bigram
जाहीर केलं,3,bigram
हिंदी गुजराती,3,bigram
आहे त्यासाठी,3,bigram
आल्या होत्या,3,bigram
सुरू झाल्यावर,3,bigram
धावा करणे,3,bigram
प्रकाशन संस्था,3,bigram
चुकीचं आहे,3,bigram
ही भूमिका,3,bigram
उद्धव ठाकरेंच्या,3,bigram
असे नाही,3,bigram
भारताला स्वातंत्र्य,3,bigram
नॅशनल सेंटर,3,bigram
रासायनिक प्रयोगशाळा,3,bigram
राष्ट्रीय रासायनिक,3,bigram
ठरले आहेत,3,bigram
ट्रम्प यांना,3,bigram
चार अपत्ये,3,bigram
जाहीर करून,3,bigram
असं का,3,bigram
मराठी असेल,3,bigram
हॉटेल ला,3,bigram
उत्तर सोलापूर,3,bigram
अजरामर झाली,3,bigram
पक्ष स्थापन,3,bigram
महाराष्ट्र राज्याचा,3,bigram
साम्राज्ये उदयास,3,bigram
केली तरी,3,bigram
भारतात विलीन,3,bigram
सोलापूर शहरात,3,bigram
१९३१ मध्ये,3,bigram
आहेत हे,3,bigram
प्रयोग झाले,3,bigram
करावी लागते,3,bigram
गेले नाही,3,bigram
भारताचे स्वातंत्र्य,3,bigram
डाव्या बाजूला,3,bigram
विलीन झाले,3,bigram
त्याचे नाव,3,bigram
आरोपाखाली अटक,3,bigram
नावावर असलेल्या,3,bigram
प्रत्येक डावात,3,bigram
शारीरिक जवळीक,3,bigram
समृद्ध आहे,3,bigram
प्रतीक आहे,3,bigram
पवार यांनी,3,bigram
अंदाज होता,3,bigram
काँग्रेस आणि,3,bigram
आहेत त्या,3,bigram
करण्यास सांगितले,3,bigram
फलाह चॅरिटेबल,3,bigram
सिद्दीकी हे,3,bigram
अपत्ये झाली,3,bigram
त्यांना दोन,3,bigram
यांनी सांगितलं,3,bigram
नवी दिल्ली,3,bigram
सेवा केली,3,bigram
महाराष्ट्र शासनाच्या,3,bigram
होळी साजरी,3,bigram
कवठेकर यांनी,3,bigram
लावणी कवी,3,bigram
हे जाणून,3,bigram
अधिक धावा,3,bigram
आंतरराष्ट्रीय सर्वेक्षणामध्ये,3,bigram
या आंतरराष्ट्रीय,3,bigram
इंडियन या,3,bigram
इंडियाच्या द,3,bigram
आऊटलुक इंडियाच्या,3,bigram
झालेल्या आऊटलुक,3,bigram
आहे त्यात,3,bigram
पार पडलेल्या,3,bigram
काम करणे,3,bigram
जवळजवळ सर्व,3,bigram
सुरू करून,3,bigram
बहाल करण्यात,3,bigram
ज्येष्ठ पत्रकार,3,bigram
चोर पोलीस,3,bigram
स्वप्न होतं,3,bigram
नंतर त्यांनी,3,bigram
डॉ शाहीन,3,bigram
होत जाते,3,bigram
पंडित गोविंदराव,3,bigram
समता बंधुता,3,bigram
समर्थक होते,3,bigram
पटेल हे,3,bigram
करत होती,3,bigram
भारतीय संविधानाच्या,3,bigram
मराठी हिंदी,3,bigram
जाहीर करण्यात,3,bigram
असतो तेव्हा,3,bigram
जेव्हा फलंदाज,3,bigram
झालेल्या पहिल्या,3,bigram
दुसरी आवृत्ती,3,bigram
मी या,3,bigram
स्थायिक झाले,3,bigram
आयोजित केली,3,bigram
शहरी भागात,3,bigram
असे मत,3,bigram
प्रदर्शित होऊ,3,bigram
का हा,3,bigram
भारत या,3,bigram
श्री ज्ञानदेव,3,bigram
काळाराम मंदिराच्या,3,bigram
पहिला बाजीराव,3,bigram
पीएमजीपी नाला,3,bigram
आणि हा,3,bigram
ची निर्मिती,3,bigram
विधी विद्यापीठ,3,bigram
राष्ट्रीय विधी,3,bigram
नागपूर मध्ये,3,bigram
मुंबई इंडियन्स,3,bigram
म्हणतात अनेक,3,bigram
देवी अहिल्या,3,bigram
शिक्षणाची सोय,3,bigram
होता तर,3,bigram
व भारतात,3,bigram
अस्पृश्यांना स्वतंत्र,3,bigram
फक्त मराठी,3,bigram
आहे फक्त,3,bigram
कळवळा होता,3,bigram
सती गेली,3,bigram
तयार होत,3,bigram
वेस्ट इंडीज,3,bigram
व्यक्त करतात,3,bigram
होती असं,3,bigram
सरकार स्थापन,3,bigram
बुद्धी व,3,bigram
दहा दिवस,3,bigram
व एक,3,bigram
अटक केली,3,bigram
अंघोळ करणं,3,bigram
लयाला गेली,3,bigram
होत असलेल्या,3,bigram
माणदेशी माणसे,3,bigram
व जुने,3,bigram
निर्धारित षटके,3,bigram
शांता शेळके,3,bigram
सदस्यांना मार्गदर्शन,3,bigram
नवीन सदस्यांना,3,bigram
सभासद म्हणून,3,bigram
कमी अधिक,3,bigram
शकत असे,3,bigram
स्वतःचा मुलगा,3,bigram
जोडली गेली,3,bigram
तसेच त्यांना,3,bigram
नाही मी,3,bigram
यांच्या नावाने,3,bigram
संपूर्ण माहिती,3,bigram
तीन सदस्यांनी,3,bigram
आव्हान दिले,3,bigram
भारतामधील बौद्ध,3,bigram
ती म्हणते,3,bigram
भेट घेतली,3,bigram
न्यू यॉर्क,3,bigram
व गांधी,3,bigram
होतो पण,3,bigram
बदल केले,3,bigram
त्यामुळे हा,3,bigram
व शीख,3,bigram
एक प्रकार,3,bigram
झाले तर,3,bigram
सिंधू संस्कृती,3,bigram
चौकशी करावी,3,bigram
बंद केले,3,bigram
2022 मध्ये,3,bigram
नेमका काय,3,bigram
बिहारमध्ये प्रचार,3,bigram
हॉकी हा,3,bigram
सैन्यावर हल्ला,3,bigram
प्रथम वर्गीय,3,bigram
येणारा परिसर,3,bigram
हद्दीमध्ये येणारा,3,bigram
योग्य ठिकाणी,3,bigram
फार काळ,3,bigram
हा कलाप्रकार,3,bigram
केलेली असते,3,bigram
पुत्र होते,3,bigram
बाजारपेठ आहे,3,bigram
त्यामुळे येथे,3,bigram
इंग्लिश स्कूल,3,bigram
१९२० च्या,3,bigram
लागली आहे,3,bigram
मुंबई आग्रा,3,bigram
संयुक्त सोशालिस्ट,3,bigram
सोशालिस्ट पार्टी,3,bigram
इंग्रज सरकारने,3,bigram
पेठ वसविली,3,bigram
हे सण,3,bigram
सर्वांत जुना,3,bigram
भारताच्या प्रमुख,3,bigram
घातले जाते,3,bigram
१ मे,3,bigram
एके दिवशी,3,bigram
जमले नाही,3,bigram
आपले विचार,3,bigram
प्रोसेसिंग युनिट,3,bigram
तो क्षण,3,bigram
म्हणतात मी,3,bigram
१९६१ मध्ये,3,bigram
एका मुलाखतीत,3,bigram
ठरू शकते,3,bigram
परिषदेत सहभागी,3,bigram
आधारित आहे,3,bigram
आता अनेक,3,bigram
दिला व,3,bigram
पण त्यांना,3,bigram
हुतात्मा चौक,3,bigram
जगद्गुरू तुकाराम,3,bigram
श्री शिवाजी,3,bigram
करायला आणि,3,bigram
घर सोडून,3,bigram
15 मीटर,3,bigram
पण नंतर,3,bigram
नाहीत हे,3,bigram
स्थापन झाली,3,bigram
ही जगातील,3,bigram
आणि मराठीत,3,bigram
सावत्र आई,3,bigram
या वेळी,3,bigram
खेळवले जातात,3,bigram
महाराष्ट्र कर्नाटक,3,bigram
भारताचे पहिले,3,bigram
सिंध प्रांतात,3,bigram
अस्पृश्यांना मंदिरात,3,bigram
कुमार यांचा,3,bigram
होते त्यामुळे,3,bigram
ते ५,3,bigram
काही प्रमाणात,3,bigram
द टाइम्स,3,bigram
सन २०१६,3,bigram
तेव्हा इंग्रजी,3,bigram
विजया जयवंत,3,bigram
प्रगती झाली,3,bigram
उत्साहाने साजरा,3,bigram
स्थापन झालेल्या,3,bigram
मध्ये नाशिक,3,bigram
घटकांचे प्रमाण,3,bigram
क्रियाशील घटकांचे,3,bigram
१२ १३,3,bigram
कोल्हापूर बसस्थानकापासून,3,bigram
अस्तित्वात नाही,3,bigram
प्रजासत्ताक दिन,3,bigram
महत्त्व प्राप्त,3,bigram
पुढे गेली,3,bigram
यांना पत्र,3,bigram
ते २,3,bigram
दिलेल्या वृत्तानुसार,3,bigram
पीटीआयने दिलेल्या,3,bigram
प्रांतात आक्रमण,3,bigram
पासपोर्ट मिळवला,3,bigram
पासपोर्ट जारी,3,bigram
माहिती पुढीलप्रमाणे,3,bigram
सण आहे,3,bigram
प्रश्नाचं उत्तर,3,bigram
या प्रश्नाचं,3,bigram
बराच काळ,3,bigram
यांच्याशी चर्चा,3,bigram
भारताच्या भावी,3,bigram
हात पाय,3,bigram
एक भक्ती,3,bigram
कीर्तन ही,3,bigram
आस्था खन्ना,3,bigram
अगदी सहज,3,bigram
आहे तेथे,3,bigram
अस्पृश्य लोक,3,bigram
अली जिना,3,bigram
हिंसाचार आणि,3,bigram
१९४७ च्या,3,bigram
तर मी,3,bigram
ऑपरेटिंग सिस्टिम,3,bigram
मणिकांत ठाकूर,3,bigram
का या,3,bigram
पत्नी रमाबाई,3,bigram
नियामक मंडळ,3,bigram
गरजेचे असते,3,bigram
घेऊ नये,3,bigram
ही पोस्ट,3,bigram
सूचित करतात,3,bigram
चाल केली,3,bigram
२१ व्या,3,bigram
ते लोक,3,bigram
हिंदू बौद्ध,3,bigram
प्रश्न विचारले,3,bigram
की येथे,3,bigram
या ग्रंथाचे,3,bigram
होऊ लागला,3,bigram
अलीकडच्या काळात,3,bigram
न घेता,3,bigram
रवांडा घानासारख्या,3,bigram
हे निश्चित,3,bigram
दक्षिण भारताच्या,3,bigram
सुंदर आणि,3,bigram
दोन फलंदाज,3,bigram
संत चोखोबा,3,bigram
भारतात आले,3,bigram
साम्राज्याचे पेशवे,3,bigram
मुस्लिम लीगच्या,3,bigram
शुद्ध एकादशी,3,bigram
रेकॉर्ड केली,3,bigram
गाणी रेकॉर्ड,3,bigram
तांबडा रस्सा,3,bigram
असते व,3,bigram
प्रकार पडतात,3,bigram
बनले आहे,3,bigram
एक खोली,3,bigram
शालेय शिक्षण,3,bigram
राजा हरिश्चंद्र,3,bigram
रहावीत यासाठी,3,bigram
चांगलं का,3,bigram
घानासारख्या देशांचं,3,bigram
हे देशातील,3,bigram
दिसून येतात,3,bigram
आणि जैन,3,bigram
जागा आहे,3,bigram
१९५६ रोजी,3,bigram
डिसेंबर १९५६,3,bigram
नोव्हेंबर १९३१,3,bigram
आहे मला,3,bigram
परतले आणि,3,bigram
ही भेट,3,bigram
उपलब्ध नाही,3,bigram
यांच्या हस्ते,3,bigram
सर्वबाद झाला,3,bigram
सरकारी कामात,3,bigram
मुंबई ही,3,bigram
च्या बिहार,3,bigram
हे आपण,3,bigram
करणं हे,3,bigram
त्या वेळेस,3,bigram
उपलब्ध करून,3,bigram
गेले असता,3,bigram
नागपूर शहर,3,bigram
होऊ शकले,3,bigram
मात्र हे,3,bigram
की पुढील,3,bigram
आणि त्यानुसार,3,bigram
या संदर्भात,3,bigram
त्यांचा विवाह,3,bigram
हजार लोक,3,bigram
ऑस्कर पुरस्कार,3,bigram
अमरावती हे,3,bigram
नावाची एक,3,bigram
जाहीर केला,3,bigram
पीएम किसान,3,bigram
कसा घ्यायचा,3,bigram
ज्ञानेश्वर उद्यान,3,bigram
हा पुरस्कार,3,bigram
बदल झाला,3,bigram
विद्यापीठाशी संलग्न,3,bigram
काळात मुंबई,3,bigram
एकूण लोकसंख्या,3,bigram
होता तेव्हा,3,bigram
असं म्हणणं,3,bigram
बोली भाषा,3,bigram
पण तिच्या,3,bigram
काही वर्षात,3,bigram
बऱ्याच ठिकाणी,3,bigram
घेऊन जातात,3,bigram
झालेली होती,3,bigram
ब्रिटिश काळात,3,bigram
२ ३,3,bigram
झाली असे,3,bigram
असलेले शहर,3,bigram
अशा प्रकारचा,3,bigram
लिहितात की,3,bigram
खानाचे सैन्य,3,bigram
येऊ नये,3,bigram
मिळत असे,3,bigram
प्रसिद्ध झाला,3,bigram
काय वाटतं,3,bigram
आहे त्याचे,3,bigram
विचारला होता,3,bigram
त्यांना त्या,3,bigram
सत्याग्रह केला,3,bigram
क्रमांक लागतो,3,bigram
पुण्यात अनेक,3,bigram
आहेत त्यामुळे,3,bigram
तर आहे,3,bigram
पुढे काय,3,bigram
स्तर 2,3,bigram
ISCED स्तर,3,bigram
ही भारतीय,3,bigram
त्याची पत्नी,3,bigram
याचा उपयोग,3,bigram
होऊ शकतात,3,bigram
२०१३ मध्ये,3,bigram
त्यांची हत्या,3,bigram
ते ऑक्टोबर,3,bigram
दंत महाविद्यालय,3,bigram
अपयश आले,3,bigram
सध्या सुरू,3,bigram
13 रोजी,3,bigram
तर अशा,3,bigram
रोजी त्यांनी,3,bigram
जम्मू आणि,3,bigram
अनेक जाती,3,bigram
आझाद हिंद,3,bigram
अधिकृत भाषा,3,bigram
यांचा उल्लेख,3,bigram
अनेक राष्ट्रीय,3,bigram
शकत नाहीत,3,bigram
सुभाषचंद्र बोस,3,bigram
राजवाडे यांना,3,bigram
लक्ष्मी नारायण,3,bigram
बरोबर आहे,3,bigram
मुंबई राज्य,3,bigram
भाषा बोलली,3,bigram
होती ते,3,bigram
दिवाळी साजरी,3,bigram
१९१२ रोजी,3,bigram
यांचे पुत्र,3,bigram
अध्यक्ष होते,3,bigram
गोलमेज परिषदेत,3,bigram
पहिल्या गोलमेज,3,bigram
विठ्ठलपंत कुलकर्णी,3,bigram
यांचे नाव,3,bigram
विन्स्टन चर्चिल,3,bigram
जिल्ह्याचे प्रशासकीय मुख्यालय,3,trigram
असे नाव पडले,3,trigram
नावाने ओळखले जाते,3,trigram
धर्म असून या,3,trigram
यांनी साकारली आहे,3,trigram
सादर केलेल्या,3,bigram
खेळ म्हणून,3,bigram
अर्जदाराने सादर,3,bigram
वाढत गेला,3,bigram
दिलं आणि,3,bigram
दाखवून दिलं,3,bigram
कशा प्रकारे,3,bigram
जब्बार पटेलांनी,3,bigram
2012 रोजी मूळ,3,trigram
राष्ट्रीय संरक्षण प्रबोधिनी,3,trigram
चेंडू टाकावा लागतो,3,trigram
अतिरिक्त चेंडू टाकावा,3,trigram
लिमिटेड शिरोली एम,3,trigram
खंड १ २,3,trigram
१६३६ मध्ये,3,bigram
शेती आणि,3,bigram
पहिला मराठी,3,bigram
येथे श्री,3,bigram
रोजी दादासाहेब,3,bigram
आले की,3,bigram
त्यानंतर आम्ही,3,bigram
दशकाच्या उत्तरार्धात,3,bigram
हल्ला केला व,3,trigram
बौद्ध धर्माचा स्वीकार,3,trigram
कवी बशीर मोमीन,3,trigram
लेखक व कवी,3,trigram
इन्स्टिट्यूट ऑफ टेक्नॉलॉजी,3,trigram
१७ व्या शतकात,3,trigram
लाल बहादूर शास्त्री,3,trigram
ओळखले जात असे,3,trigram
बाबासाहेब आंबेडकर हे,3,trigram
नाव दाखल केले,3,trigram
भीमरावाचे नाव दाखल,3,trigram
आहे का हे,3,trigram
पुणे शहरात,3,bigram
नाशिक शहरात,3,bigram
स्वीकारण्यात आले,3,bigram
झाला की,3,bigram
धर्म व,3,bigram
लागोपाठ 6,3,bigram
सांगायचं तर,3,bigram
बौद्ध धर्म स्वीकारला,3,trigram
बाबासाहेब आंबेडकर यांनी,3,trigram
पाण्यानं अंघोळ केली,3,trigram
म्हणून संबोधले जाते,3,trigram
सण साजरा केला,3,trigram
आणि नगर हवेली,3,trigram
दादरा आणि नगर,3,trigram
थोरले माधवराव पेशवे,3,trigram
म्हणून आम्ही,3,bigram
पुढे गेल्यावर,3,bigram
करु लागले,3,bigram
खांडेकर यांच्या,3,bigram
सादर केली,3,bigram
साली त्यांनी,3,bigram
तीन वेळा,3,bigram
तज्ज्ञ काय,3,bigram
का जाणून,3,bigram
लागोपाठ 6 षटकार,3,trigram
जतन केले गेले,3,trigram
का जाणून घ्या,3,trigram
परिषदेचे सदस्य म्हणून,3,trigram
